id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
26758701,Retrieving image links in Prestashop 1.5.6 hookActionProductAdd,<p>I need to retrieve all image links associated with a particular product in Prestashop 1.5.6 hookActionProductAdd . I dont see them in the $params parameter how do I have to do to retrieve them in the case they arent there?</p> <p>Greetings</p>,26759894,1,0,,2014-11-05 13:43:23.573000 UTC,,2014-11-05 14:42:22.893000 UTC,,,,,197283,,1,1,hook|prestashop|prestashop-1.5,92
7809949,SQL Server 2008 R2 User Permissions,<p>I have a user whose role is <strong>db_datareader</strong> that needs to be able to execute a stored procedure which decrypts some data using our symmetric key and certificate. I've granted <strong>EXECUTE</strong> perms on the stored procedure itself for this user but now it wants access to the symmetric key and certificate. I'm not sure how to grant perms for the key and the certificate while still keeping this user in a <strong>SELECT</strong> or <strong>read-only</strong> mode. Is this possible?</p>,7809985,1,0,,2011-10-18 15:42:08.970000 UTC,,2011-10-18 15:44:20.533000 UTC,,,,,682480,,1,1,sql-server-2008|permissions|certificate|symmetric-key,468
23720096,why Installing external package in canopy python gives valueEror in windows?,<p>This question has been asked a couple of times and I spend at least five hours trying to incorporate suggestions in those posts [but was mostly unsuccessful. </p> <p>I installed Canopy Enthought python on my windows and now I want to install Levenshtein package available at <a href= https://code.google.com/p/pylevenshtein/ rel= nofollow >https://code.google.com/p/pylevenshtein/</a>. </p> <p>I extracted and tried to run using usual python command but got the following error. </p> <pre><code>(Canopy 64bit) C:\Users\mary\Desktop&gt;cd python-Levenshtein-0.11.2 (Canopy 64bit) C:\Users\mary\Desktop\python-Levenshtein-0.11.2&gt;python setup. py install running install running bdist_egg running egg_info writing requirements to python_Levenshtein.egg-info\requires.txt writing python_Levenshtein.egg-info\PKG-INFO writing namespace_packages to python_Levenshtein.egg-info\namespace_packages.txt writing top-level names to python_Levenshtein.egg-info\top_level.txt writing dependency_links to python_Levenshtein.egg-info\dependency_links.txt writing entry points to python_Levenshtein.egg-info\entry_points.txt reading manifest file 'python_Levenshtein.egg-info\SOURCES.txt' reading manifest template 'MANIFEST.in' warning: no files found matching '*' under directory 'docs' warning: no previously-included files matching '*pyc' found anywhere in distribu tion warning: no previously-included files matching '.project' found anywhere in dist ribution warning: no previously-included files matching '.pydevproject' found anywhere in distribution writing manifest file 'python_Levenshtein.egg-info\SOURCES.txt' installing library code to build\bdist.win-amd64\egg running install_lib running build_ext building 'Levenshtein' extension Traceback (most recent call last): File setup.py  line 46 in &lt;module&gt;  File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\core.py  line 152 in setup dist.run_commands() File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\dist.py  line 953 in run_commands self.run_command(cmd) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\dist.py  line 972 in run_command cmd_obj.run() File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\install.py  line 73 in run self.do_egg_install() File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\install.py  line 93 in do_egg_install self.run_command('bdist_egg') File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\cmd.py  line 326 in run_command self.distribution.run_command(command) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\dist.py  line 972 in run_command cmd_obj.run() File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\bdist_egg.py  line 179 in run cmd = self.call_command('install_lib' warn_dir=0) File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\bdist_egg.py  line 166 in call_command self.run_command(cmdname) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\cmd.py  line 326 in run_command self.distribution.run_command(command) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\dist.py  line 972 in run_command cmd_obj.run() File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\install_lib.py  line 20 in run self.build() File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\command\install_lib.py  line 111 in build self.run_command('build_ext') File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\cmd.py  line 326 in run_command self.distribution.run_command(command) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\dist.py  line 972 in run_command cmd_obj.run() File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\build_ext.py  line 46 in run _build_ext.run(self) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\command\build_ext.py  line 337 in run self.build_extensions() File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\command\build_ext.py  line 446 in build_extens ions self.build_extension(ext) File C:\Users\mary\AppData\Local\Enthought\Canopy\User\lib\site-packages\ setuptools\command\build_ext.py  line 182 in build_extension _build_ext.build_extension(selfext) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\command\build_ext.py  line 496 in build_extens ion depends=ext.depends) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\msvc9compiler.py  line 514 in compile self.initialize() File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\msvc9compiler.py  line 424 in initialize vc_env = query_vcvarsall(VERSION plat_spec) File C:\Users\mary\AppData\Local\Enthought\Canopy\App\appdata\canopy-1.4. 0.1938.win-x86_64\lib\distutils\msvc9compiler.py  line 340 in query_vcvarsall raise ValueError(str(list(result.keys()))) ValueError: [u'path'] (Canopy 64bit) C:\Users\mary\Desktop\python-Levenshtein-0.11.2&gt; </code></pre> <p>I followed these posts but remained unsuccessful in solving this issue: <a href= http://stackoverflow.com/questions/13596407/errors-while-building-installing-c-module-for-python-2-7 >Errors while building/installing C module for Python 2.7</a> <a href= http://springflex.blogspot.com/2014/02/how-to-fix-valueerror-when-trying-to.html rel= nofollow >http://springflex.blogspot.com/2014/02/how-to-fix-valueerror-when-trying-to.html</a></p> <p>Any help will be greatly appreciated. </p>,23787858,1,0,,2014-05-18 08:42:00.710000 UTC,1,2014-05-21 15:38:30.550000 UTC,,,,,788153,,1,2,python|windows|install|package|canopy,385
24289686,Setting scroll position on div tag inside a gridview,<p>I have a <code>Gridview</code> that there is a div inside it I want to Set scroll position on that div.<br> I set that div <code>overflow=scroll</code>.<br> I used this code its fine but it work only for the first row of <code>Gridview</code> not all of them. What should I do ?</p> <pre><code>&lt;script type= text/javascript &gt; Sys.Application.add_load(function () { var t = document.getElementById('CommentDiv'); t.scrollTop = t.scrollHeight; }); &lt;/script&gt; </code></pre>,24299080,1,0,,2014-06-18 15:36:26.373000 UTC,,2014-06-19 05:00:16.300000 UTC,2014-06-19 04:00:12.343000 UTC,,2958035,,3688278,,1,0,jquery|html|css|asp.net|gridview,80
25993238,changing opacity while scrolling is not working,<p>I'm trying to make a div fade in and out using opacity while scrolling here's the js code</p> <pre><code>$(document).ready(function(){ window.onscroll = scrolls; }); function scrolls(){ var offset = $( #scrollMore ).offset(); var w = $(window); var welcome = offset.top-w.scrollTop(); console.log(welcome); if(welcome&lt;100) { $( #scrollMore ).fadeTo( slow 1); } else if(welcome&gt;=100){ $( #scrollMore ).fadeTo( slow 0.1); } } </code></pre> <p>css</p> <pre><code>#scrollMore { background: url( http://www.wiltshirefarmfoods.com/images/scrollMore.png ) no-repeat scroll center bottom transparent; cursor: pointer; height: 42px; right: 36px; text-indent: -9999px; width: 124px; z-index: 100; float: left; opacity: 0.1; } </code></pre> <p>But it's not working it's taking so long time to fade in and out here's jsfiddle <a href= http://jsfiddle.net/jery0cdp/3/ rel= nofollow >http://jsfiddle.net/jery0cdp/3/</a> UPDATE after using the code of Bojan Petkovski [Thanks to him] from the first answer it worked on chrome but still facing the same problem on firefox <a href= http://jsfiddle.net/jery0cdp/5/ rel= nofollow >http://jsfiddle.net/jery0cdp/5/</a></p>,25994073,1,0,,2014-09-23 10:52:18.313000 UTC,,2014-09-23 12:15:20.510000 UTC,2014-09-23 12:15:20.510000 UTC,,1104292,,1104292,,1,0,jquery|scroll|fadeto,168
11033034,What gem better : jCheck and client_side_validations,<p><p>I want to compare them: both of gems have advantages and disadvantages.<p>For example in client_side_validations more clear and more Ruby to create custom notificationsBUT I have problems with its installation <a href= http://stackoverflow.com/questions/11029197/cant-include-js-file-for-client-slide-validation >Can&#39;t include js file for client slide validation</a> . It is very big minus for me) <p>jCheck more beatiful but I need to use more jQuery to use it. <p>One more: I can't get where all notifications (jCheck) are stored ? <p>I want to ask : what gem is better for you ?</p>,11053677,1,0,,2012-06-14 12:25:17.007000 UTC,,2012-06-15 15:25:02.430000 UTC,2012-06-14 12:44:51.537000 UTC,,1428109,,1428109,,1,-1,ruby-on-rails|client-side-validation,91
36991378,columns using bootstrap grid not displaying correctly,<p>I'm having trouble getting columns to display correctly on a page using bootstrap. It seems to be set up correctly but it is displaying vertically instead of side-by-side as I intend. The pertinent code:</p> <pre><code>&lt;div class= container &gt; &lt;div class= row &gt; &lt;div class= col md 6 &gt; &lt;h1 style= text-decoration: underline &gt;A Message&lt;/h1&gt; &lt;h2&gt;Some more information&lt;/h2&gt; &lt;img id= imageX src= imageX.png height= 150 width= 100 &gt;&lt;h2&gt;Signature&lt;/h2&gt; &lt;/div&gt; &lt;h2&gt;Video Pre-Caption&lt;h2&gt; &lt;div class= col md 3 &gt; &lt;div&gt; &lt;iframe width= 250 height= 150 src= https://www.youtube.com/embed/E__F5a2pQco frameborder= 1 allowfullscreen&gt;&lt;/iframe&gt; &lt;/div&gt; &lt;/div&gt; &lt;div class= col md 3 &gt; &lt;div&gt; &lt;iframe width= 250 height= 150 src= https://www.youtube.com/embed/Ra-Cq19vBXA frameborder= 1 allowfullscreen&gt;&lt;/iframe&gt; &lt;/div&gt; &lt;/div&gt; &lt;/div&gt; &lt;/div&gt; </code></pre>,36991408,1,0,,2016-05-02 20:45:43.467000 UTC,,2016-05-03 19:00:13.287000 UTC,,,,,6282651,,1,1,twitter-bootstrap|layout,24
35419816,R: calling function multiple times and outputting unique files,<p>I would like to run the function below 100 times and output 100 files: </p> <pre><code>myFunction &lt;- function(val) { x &lt;- matrix(1:9 3 3) y &lt;- x + val write.table(y row.names = FALSE col.names = FALSE file_val.txt ) } </code></pre> <p>For example: </p> <pre><code>myFunction(5) #outputs file_val.txt for val = 5 myFunction(6) #outputs file_val.txt for val = 6 myFunction(7) #outputs file_val.txt for val = 7 ... myFunction(105) #outputs file_val.txt for val = 105 </code></pre> <p>However I would like to automate this process (e.g. with a loop) and generate 100 separate files with unique identifying names (<code>file_5.txt file_6.txt file_7.txt ...  file_105.txt</code>). </p> <p>Is there a way I can achieve this? I've been experimenting with <code>seq()</code> and <code>rep()</code>. Related post: <a href= http://stackoverflow.com/questions/11292880/write-output-of-r-loop-to-file >Write output of R loop to file</a></p>,35419895,1,0,,2016-02-15 21:54:20.617000 UTC,,2016-02-15 21:59:54.813000 UTC,,,,,3878253,,1,0,r,25
36316753,How to set database service objective when publishing it using sqlpackage.exe,<p>I am using sqlpackage.exe available with the SQL Server Management Studio 2016 (preview) to publish a database to SQL Azure (from a bacpac file previously exported from a local database server).</p> <p>The problem is that this database is created with the S0 service objective (which I suppose is the default).</p> <p>I would like to be able to set the service objective of the target in the import command with sqlpackage.exe.</p> <p>I have searched for an answer and I cannot find anything in the sqlpackage.exe documentation available here:</p> <p><a href= https://msdn.microsoft.com/en-us/library/hh550080(v=vs.103).aspx rel= nofollow >https://msdn.microsoft.com/en-us/library/hh550080(v=vs.103).aspx</a></p> <p>I see the management studio UI allows to set the service objetive and I understand that it uses sqlpackage.exe underneath.</p> <p>Anyone has an idea on how to get this done?</p>,36320436,1,0,,2016-03-30 18:23:48.080000 UTC,,2016-03-30 22:00:30.133000 UTC,,,,,1073585,,1,0,sql-server|azure|sql-azure|sql-server-2014|sql-server-2016,28
25775241,How to save an array of strings into a PFObject for iOS,<p>I want to create (or update) a PFObject with an array of strings so that each element of the array can be editable. For example I want the array to contain the words Hello and World so that if I wanted I could access and rewrite the first element of the array to instead say Goodbye .</p> <p>Here's what I have:</p> <pre><code>PFObject *newStringArray = [PFObject objectWithClassName:@ myFirstClass ]; [newStringArray setObject:@ Hello forKey:@ arrayOfStrings ]; [newStringArray saveInBackground]; </code></pre> <p>The above code doesn't give me any errors and it doesn't save to Parse. I've also tried using:</p> <pre><code>[newStringArray addObjectsFromArray:@[@ Hello  @ World ] forKey:@ arrayOfStrings ]; </code></pre> <p>But this code returns the error Error: invalid type for key arrayOfStrings expected string but got array </p> <p>Please let me know if you have any suggestions for how I can fix the array problem or if I should be trying a different method of collecting/accessing strings within a wall of text. Thanks</p>,25775444,1,0,,2014-09-10 21:17:17.440000 UTC,,2014-09-10 21:33:18.417000 UTC,,,,,4005359,,1,0,ios|arrays|string|parse.com|pfobject,801
16707546,How to design a dynamic page in Orchard?,<p>I am developing an IT company's home website using orchard CMS. It has 8 different pages with Header and Footer remaining same throughout. I have created home page in Orchard from the admin panel using widgets and modules. I am confused how do i create pages like Team Services About us. I know I can create pages using simple HTML editor provided in CMS. But the page has few widgets and modules defined. I am not sure how to place them on other pages. I am also aware about Layering in CMS. But I don't think so that will help. Could some one direct me to a proper guide about creating multiple dynamic pages with different modules on each page?</p> <p>Thanks</p>,16708503,1,0,,2013-05-23 07:01:03.530000 UTC,,2013-05-23 07:55:19.893000 UTC,,,,,157881,,1,0,asp.net-mvc-4|orchardcms-1.6,365
4455865,Self-Referencing FK Generating Strangly,<p>In the screenshot below is an Entity (URL) in my model. The ParentId field is a self-referencing FK (points to Url.Id). You can see this navigation at the bottom of the screenshot.</p> <p><img src= http://i.stack.imgur.com/P8Gjo.png alt= alt text ></p> <p>In my SQL and my DB which I generate the EDMX from the self-referencing FK is called FK_Urls_Parent:</p> <pre><code>-- Creating foreign key on [ParentId] in table 'Urls' ALTER TABLE [Urls] ADD CONSTRAINT [FK_Urls_Parent] FOREIGN KEY ([ParentId]) REFERENCES [Urls] ([Id]) ON DELETE NO ACTION ON UPDATE NO ACTION; </code></pre> <p>My questions are:</p> <ol> <li>Why did EF generate Urls1 and Url1 just from that one FK? Url1 is a 0 or 1 property that is 'FromRole' Urls1. Urls1 is 'FromRole' Urls 'ToRole' Urls1. It seems like EF is making a navigation property that is the exact same as Url table. Why would it do this and can I do something to make it just generate the one desired Navigation property: Urls1?</li> <li>Okay so not quite as important but can I control the name of the Navigation property based on the FK name or something in the DB? I hate that it names it 'Url1'. I would prefer 'Parent' but don't want to have to manually change it in the designer every time I regenerate the model.</li> </ol> <p>Thanks.</p>,4455897,1,0,,2010-12-15 23:04:20.170000 UTC,,2010-12-15 23:14:43.960000 UTC,,,,,194031,,1,0,c#|sql|entity-framework|auto-generate,232
31008726,NOT IN query with Doctrine QueryBuilder in a Many to Many relation,<p>In my Symfony2 project I have two entities contact and settings  with a many to many relationship :</p> <pre><code>/** * @ORM\ManyToMany(targetEntity= AppBundle\Entity\Settings  cascade={ persist }) * @ORM\JoinColumn(nullable=true) */ private $settings; </code></pre> <p>Entity settings have a property parametre  which is a simple string.</p> <p>Now I want to get all the contacts that DON'T have any settings which parametre is THEMES .</p> <p>I can do that in SQL with a query like :</p> <pre><code>SELECT DISTINCT(c.id) FROM contact c WHERE c.id NOT IN (SELECT cs.contact_id FROM contact_settings cs INNER JOIN Settings s ON s.id = cs.settings_id WHERE s.parametre = THEMES ) </code></pre> <p>But I can't figure out how to do it with Doctrine's query builder. Here's what I've tried so far :</p> <pre><code>$query = $this-&gt;createQueryBuilder('c') -&gt;join('c.settings' 's'); $qb2 = $qb; $qb2-&gt;select('s2') -&gt;from('AppBundle\Entity\Settings' 's') -&gt;where('s2.parametre = :parametre'); $query-&gt;where(($qb-&gt;expr()-&gt;notIn('s' $qb2-&gt;getDQL()))); $query-&gt;setParameter('parametre' 'THEMES'); $result = $query-&gt;getQuery()-&gt;getResult(); </code></pre> <p>That doesn't return any result.</p> <p>Thanks!</p>,31009007,1,0,,2015-06-23 16:46:37.273000 UTC,,2015-06-24 12:57:49.060000 UTC,,,,,1439403,,1,1,symfony2|doctrine|many-to-many|query-builder,1268
