id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
137563,94588,75498,25053,370806,Returned,2023-04-22 16:55:55.000000 UTC,2023-04-22 18:53:00.000000 UTC,2023-04-24 16:29:00.000000 UTC,2023-04-25 19:03:00.000000 UTC,12.0
169286,116516,93134,8993,456239,Returned,2023-04-22 09:11:34.000000 UTC,2023-04-23 21:57:00.000000 UTC,2023-04-28 12:33:00.000000 UTC,2023-04-30 08:59:00.000000 UTC,12.0
103364,71052,56703,6119,278832,Returned,2023-03-19 02:09:10.000000 UTC,2023-03-20 03:37:00.000000 UTC,2023-03-21 00:16:00.000000 UTC,2023-03-23 12:41:00.000000 UTC,12.5
89367,61485,49121,10930,241133,Returned,2023-04-05 10:43:18.000000 UTC,2023-04-07 11:26:00.000000 UTC,2023-04-12 04:36:00.000000 UTC,2023-04-14 19:18:00.000000 UTC,13.0
122110,83962,67035,10777,329157,Returned,2023-04-11 04:22:39.000000 UTC,2023-04-13 08:13:00.000000 UTC,2023-04-14 04:30:00.000000 UTC,2023-04-16 13:31:00.000000 UTC,13.0
130148,89415,71359,10758,350792,Returned,2023-03-29 22:10:59.000000 UTC,2023-04-01 15:10:00.000000 UTC,2023-04-03 06:44:00.000000 UTC,2023-04-04 16:35:00.000000 UTC,13.0
168592,116017,92725,11506,454395,Returned,2023-04-24 02:08:40.000000 UTC,2023-04-23 14:39:00.000000 UTC,2023-04-25 11:35:00.000000 UTC,2023-04-26 04:34:00.000000 UTC,13.0
95888,65967,52700,26168,258680,Returned,2023-04-25 09:15:59.000000 UTC,2023-04-24 14:14:00.000000 UTC,2023-04-27 03:31:00.000000 UTC,2023-04-28 17:09:00.000000 UTC,13.5
72140,49624,39625,25500,194549,Returned,2023-03-19 14:45:56.000000 UTC,2023-03-21 22:28:00.000000 UTC,2023-03-24 17:10:00.000000 UTC,2023-03-25 12:09:00.000000 UTC,14.0
80794,55623,44439,25184,217936,Returned,2023-04-20 14:59:09.266636 UTC,2023-04-23 16:44:28.266636 UTC,2023-04-27 02:45:28.266636 UTC,2023-04-28 22:10:28.266636 UTC,14.0
176132,121183,96823,25262,474736,Returned,2023-03-15 23:42:19.000000 UTC,2023-03-14 06:49:00.000000 UTC,2023-03-15 16:29:00.000000 UTC,2023-03-16 12:18:00.000000 UTC,14.0
118931,81776,65253,28349,320648,Returned,2023-04-17 06:33:48.000000 UTC,2023-04-18 10:04:00.000000 UTC,2023-04-22 09:15:00.000000 UTC,2023-04-22 21:46:00.000000 UTC,14.5
3219,2204,1722,14487,8655,Returned,2023-04-07 23:40:45.000000 UTC,2023-04-06 14:20:00.000000 UTC,2023-04-08 22:00:00.000000 UTC,2023-04-08 22:08:00.000000 UTC,15.0
5137,3494,2732,11405,13805,Returned,2023-04-24 18:10:03.057039 UTC,2023-04-26 21:57:49.057039 UTC,2023-04-29 14:05:49.057039 UTC,2023-04-30 01:48:49.057039 UTC,15.0
5645,3832,2996,25354,15144,Returned,2023-03-08 13:10:29.000000 UTC,2023-03-11 01:15:00.000000 UTC,2023-03-13 21:01:00.000000 UTC,2023-03-15 20:14:00.000000 UTC,15.0
41740,28683,22941,25297,112507,Returned,2023-03-27 03:42:24.000000 UTC,2023-03-28 18:19:00.000000 UTC,2023-04-02 09:42:00.000000 UTC,2023-04-02 12:39:00.000000 UTC,15.0
44300,30451,24326,5808,119369,Returned,2023-02-20 09:37:31.000000 UTC,2023-02-23 05:06:00.000000 UTC,2023-02-28 01:08:00.000000 UTC,2023-02-28 02:08:00.000000 UTC,15.0
59740,41140,32826,25050,161037,Returned,2023-04-21 06:41:11.522811 UTC,2023-04-22 05:29:35.522811 UTC,2023-04-25 14:07:35.522811 UTC,2023-04-25 14:36:35.522811 UTC,15.0
63079,43388,34688,11243,170035,Returned,2023-04-22 15:24:32.000000 UTC,2023-04-21 12:27:00.000000 UTC,2023-04-22 05:24:00.000000 UTC,2023-04-23 20:24:00.000000 UTC,15.0
64058,44045,35206,12630,172723,Returned,2023-04-10 08:12:47.000000 UTC,2023-04-12 18:03:00.000000 UTC,2023-04-16 15:12:00.000000 UTC,2023-04-17 13:49:00.000000 UTC,15.0
79179,54485,43521,14277,213568,Returned,2023-04-23 17:15:53.621274 UTC,2023-04-20 07:45:05.621274 UTC,2023-04-21 21:10:05.621274 UTC,2023-04-23 01:24:05.621274 UTC,15.0
114469,78704,62853,24480,308661,Returned,2023-02-27 04:23:17.000000 UTC,2023-02-28 22:07:00.000000 UTC,2023-03-01 21:01:00.000000 UTC,2023-03-04 02:37:00.000000 UTC,15.0
134899,92749,74049,12627,363628,Returned,2023-04-13 08:26:07.000000 UTC,2023-04-11 21:28:00.000000 UTC,2023-04-16 02:30:00.000000 UTC,2023-04-18 02:37:00.000000 UTC,15.0
154822,106530,85078,25012,417275,Returned,2023-03-25 20:48:54.000000 UTC,2023-03-28 00:56:00.000000 UTC,2023-03-29 08:15:00.000000 UTC,2023-03-31 12:41:00.000000 UTC,15.0
162243,111635,89192,24593,437277,Returned,2023-03-06 01:27:23.000000 UTC,2023-03-07 05:31:00.000000 UTC,2023-03-07 14:20:00.000000 UTC,2023-03-08 17:55:00.000000 UTC,15.0
24214,16580,13326,6714,65144,Returned,2023-03-24 04:42:27.000000 UTC,2023-03-22 05:06:00.000000 UTC,2023-03-24 10:08:00.000000 UTC,2023-03-26 13:37:00.000000 UTC,15.5
174139,119816,95728,26115,469302,Returned,2023-04-22 22:40:24.363291 UTC,2023-04-24 12:07:52.363291 UTC,2023-04-24 19:25:52.363291 UTC,2023-04-25 14:35:52.363291 UTC,16.0
18902,12984,10474,11328,50865,Returned,2023-03-31 04:35:46.000000 UTC,2023-04-01 01:35:00.000000 UTC,2023-04-04 18:58:00.000000 UTC,2023-04-05 16:51:00.000000 UTC,17.0
137362,94455,75393,25486,370274,Returned,2023-04-24 16:39:47.595836 UTC,2023-04-24 21:23:56.595836 UTC,2023-04-27 00:16:56.595836 UTC,2023-04-28 05:36:56.595836 UTC,17.0
144499,99380,79357,3094,389495,Returned,2023-04-25 01:48:55.000000 UTC,2023-04-23 22:30:00.000000 UTC,2023-04-24 15:07:00.000000 UTC,2023-04-25 05:28:00.000000 UTC,17.0
8002,5443,4327,15886,21412,Returned,2023-04-03 07:23:54.000000 UTC,2023-04-04 08:37:00.000000 UTC,2023-04-09 02:41:00.000000 UTC,2023-04-11 16:02:00.000000 UTC,18.0
31964,21942,17601,13945,86056,Returned,2023-03-08 08:19:04.000000 UTC,2023-03-09 00:55:00.000000 UTC,2023-03-10 01:09:00.000000 UTC,2023-03-12 20:54:00.000000 UTC,18.0
33364,22905,18365,11169,89881,Returned,2023-04-19 15:17:25.336298 UTC,2023-04-21 22:18:27.336298 UTC,2023-04-25 09:41:27.336298 UTC,2023-04-27 12:43:27.336298 UTC,18.0
65918,45347,36218,26283,177776,Returned,2023-03-08 02:09:05.000000 UTC,2023-03-09 20:14:00.000000 UTC,2023-03-14 06:21:00.000000 UTC,2023-03-16 08:32:00.000000 UTC,18.0
118388,81396,64953,25955,319190,Returned,2023-04-21 10:19:44.141307 UTC,2023-04-24 04:26:53.141307 UTC,2023-04-27 15:06:53.141307 UTC,2023-04-28 12:56:53.141307 UTC,18.0
155694,107143,85569,10914,419632,Returned,2023-04-14 21:16:42.000000 UTC,2023-04-16 06:21:00.000000 UTC,2023-04-16 20:56:00.000000 UTC,2023-04-17 14:50:00.000000 UTC,18.0
12817,8773,7027,11031,34426,Returned,2023-04-23 12:10:44.252108 UTC,2023-04-25 16:25:38.252108 UTC,2023-04-30 09:48:38.252108 UTC,2023-05-02 23:51:38.252108 UTC,19.0
58080,39968,31898,25965,156538,Returned,2023-02-19 12:05:12.000000 UTC,2023-02-21 01:49:00.000000 UTC,2023-02-24 08:39:00.000000 UTC,2023-02-24 16:26:00.000000 UTC,19.0
91120,62688,50080,18505,245882,Returned,2023-04-10 07:28:40.000000 UTC,2023-04-07 12:01:00.000000 UTC,2023-04-12 10:49:00.000000 UTC,2023-04-13 18:01:00.000000 UTC,19.0
91786,63133,50465,24889,247670,Returned,2023-02-21 03:39:13.000000 UTC,2023-02-21 10:39:00.000000 UTC,2023-02-22 23:17:00.000000 UTC,2023-02-24 12:43:00.000000 UTC,19.0
5558,3776,2955,10047,14919,Returned,2023-03-18 08:48:51.000000 UTC,2023-03-20 20:13:00.000000 UTC,2023-03-24 21:38:00.000000 UTC,2023-03-26 07:00:00.000000 UTC,20.0
69002,47468,37905,28356,186066,Returned,2023-04-09 22:46:36.000000 UTC,2023-04-11 13:14:00.000000 UTC,2023-04-12 12:50:00.000000 UTC,2023-04-12 23:59:00.000000 UTC,20.0
92195,63410,50689,16934,248779,Returned,2023-04-24 11:48:00.025416 UTC,2023-04-24 09:10:01.025416 UTC,2023-04-27 09:54:01.025416 UTC,2023-04-28 05:50:01.025416 UTC,20.0
105782,72740,57995,18707,285335,Returned,2023-03-30 10:53:39.000000 UTC,2023-03-30 16:50:00.000000 UTC,2023-04-01 23:18:00.000000 UTC,2023-04-02 17:11:00.000000 UTC,20.0
133033,91410,72972,28615,358629,Returned,2023-04-03 00:52:44.000000 UTC,2023-04-05 18:38:00.000000 UTC,2023-04-07 16:51:00.000000 UTC,2023-04-09 09:22:00.000000 UTC,20.0
165143,113618,90826,16382,445125,Returned,2023-04-20 07:12:14.639107 UTC,2023-04-20 14:31:36.639107 UTC,2023-04-25 06:45:36.639107 UTC,2023-04-25 10:48:36.639107 UTC,20.0
82713,56922,45466,9007,223111,Returned,2023-04-07 05:36:24.000000 UTC,2023-04-08 14:56:00.000000 UTC,2023-04-12 23:57:00.000000 UTC,2023-04-14 05:33:00.000000 UTC,21.0
103477,71131,56767,29056,279134,Returned,2023-02-03 14:13:45.000000 UTC,2023-02-04 12:26:00.000000 UTC,2023-02-06 21:59:00.000000 UTC,2023-02-09 04:54:00.000000 UTC,21.0
113666,78128,62400,12196,306477,Returned,2023-04-27 09:25:48.059582 UTC,2023-04-23 21:46:28.059582 UTC,2023-04-25 04:22:28.059582 UTC,2023-04-25 05:00:28.059582 UTC,21.0
129245,88791,70850,25430,348337,Returned,2023-04-20 18:05:15.499811 UTC,2023-04-21 15:53:43.499811 UTC,2023-04-22 02:55:43.499811 UTC,2023-04-23 07:00:43.499811 UTC,21.0
133536,91786,73267,14201,359962,Returned,2023-04-18 16:36:51.000000 UTC,2023-04-16 18:08:00.000000 UTC,2023-04-18 20:43:00.000000 UTC,2023-04-20 15:23:00.000000 UTC,21.0
24024,16463,13239,10340,64639,Returned,2023-03-23 13:32:46.000000 UTC,2023-03-22 20:09:00.000000 UTC,2023-03-25 08:40:00.000000 UTC,2023-03-26 11:58:00.000000 UTC,22.0
57674,39679,31667,573,155441,Returned,2023-03-09 14:43:02.000000 UTC,2023-03-11 10:38:00.000000 UTC,2023-03-13 13:17:00.000000 UTC,2023-03-13 16:02:00.000000 UTC,22.0
81819,56275,44940,26379,220721,Returned,2023-04-24 14:21:34.060418 UTC,2023-04-22 19:00:41.060418 UTC,2023-04-25 21:29:41.060418 UTC,2023-04-26 04:49:41.060418 UTC,22.0
110584,76002,60651,18,298193,Returned,2023-04-12 07:39:50.000000 UTC,2023-04-09 13:40:00.000000 UTC,2023-04-13 05:24:00.000000 UTC,2023-04-15 21:38:00.000000 UTC,22.0
133387,91677,73183,573,359570,Returned,2023-03-10 10:48:06.000000 UTC,2023-03-13 07:18:00.000000 UTC,2023-03-17 14:43:00.000000 UTC,2023-03-18 04:01:00.000000 UTC,22.0
171302,117878,94215,16114,461683,Returned,2023-03-11 02:28:58.000000 UTC,2023-03-09 06:24:00.000000 UTC,2023-03-12 19:15:00.000000 UTC,2023-03-14 00:26:00.000000 UTC,22.0
68218,46929,37489,25764,183949,Returned,2023-03-31 02:15:09.000000 UTC,2023-03-28 14:26:00.000000 UTC,2023-04-02 03:57:00.000000 UTC,2023-04-03 00:31:00.000000 UTC,23.0
71213,48989,39130,12099,192030,Returned,2023-03-26 11:45:17.000000 UTC,2023-03-26 16:15:00.000000 UTC,2023-03-31 14:12:00.000000 UTC,2023-04-03 09:58:00.000000 UTC,23.0
115889,79693,63622,12099,312511,Returned,2023-04-10 07:07:02.000000 UTC,2023-04-10 21:19:00.000000 UTC,2023-04-12 10:26:00.000000 UTC,2023-04-13 10:06:00.000000 UTC,23.0
129900,89244,71205,12102,350119,Returned,2023-04-24 17:41:15.620917 UTC,2023-04-26 02:41:53.620917 UTC,2023-04-28 07:35:53.620917 UTC,2023-04-28 22:53:53.620917 UTC,23.0
172034,118373,94612,2295,463654,Returned,2023-04-22 11:53:56.000000 UTC,2023-04-23 07:37:00.000000 UTC,2023-04-25 19:57:00.000000 UTC,2023-04-27 22:15:00.000000 UTC,23.0
169868,116916,93447,28951,457815,Complete,2023-04-02 22:37:27.000000 UTC,2023-04-04 00:12:00.000000 UTC,2023-04-08 15:37:00.000000 UTC,,3.0
175922,121030,96701,28668,474167,Complete,2023-04-13 10:54:12.000000 UTC,2023-04-11 04:08:00.000000 UTC,2023-04-15 22:55:00.000000 UTC,,3.5
45018,30936,24710,28992,121300,Complete,2023-04-22 09:40:48.674967 UTC,2023-04-23 08:21:09.674967 UTC,2023-04-26 20:40:09.674967 UTC,,5.0
6979,4742,3752,9085,18708,Complete,2023-02-26 12:32:30.000000 UTC,2023-03-01 10:55:00.000000 UTC,2023-03-03 17:28:00.000000 UTC,,5.5
12169,8328,6658,13840,32667,Complete,2023-04-22 01:27:07.993671 UTC,2023-04-23 02:14:28.993671 UTC,2023-04-27 02:52:28.993671 UTC,,6.0
16834,11552,9308,15667,45314,Complete,2023-02-24 23:44:49.000000 UTC,2023-02-26 05:01:00.000000 UTC,2023-03-01 13:13:00.000000 UTC,,6.0
24022,16462,13239,9303,64634,Complete,2023-03-25 13:49:04.000000 UTC,2023-03-26 12:46:00.000000 UTC,2023-03-28 13:45:00.000000 UTC,,6.0
52604,36196,28936,9201,141819,Complete,2023-04-23 16:57:54.383607 UTC,2023-04-23 23:29:56.383607 UTC,2023-04-26 21:00:56.383607 UTC,,6.5
76825,52851,42210,24572,207191,Complete,2023-02-28 00:34:16.000000 UTC,2023-03-02 21:24:00.000000 UTC,2023-03-06 01:46:00.000000 UTC,,6.5
177958,122454,97857,9254,479643,Complete,2023-04-27 10:51:33.929508 UTC,2023-04-23 17:59:52.929508 UTC,2023-04-26 13:45:52.929508 UTC,,6.5
19023,13064,10547,15622,51181,Complete,2023-04-21 22:42:46.000000 UTC,2023-04-23 07:38:00.000000 UTC,2023-04-25 13:52:00.000000 UTC,,7.0
104399,71789,57280,25006,281639,Complete,2023-04-20 22:29:53.093504 UTC,2023-04-23 14:12:57.093504 UTC,2023-04-24 10:39:57.093504 UTC,,7.5
301,207,164,24665,818,Complete,2023-04-06 05:52:03.000000 UTC,2023-04-08 07:22:00.000000 UTC,2023-04-09 05:11:00.000000 UTC,,8.0
1809,1220,984,24961,4875,Complete,2023-03-22 01:14:56.000000 UTC,2023-03-21 06:49:00.000000 UTC,2023-03-23 07:50:00.000000 UTC,,8.0
15193,10426,8384,24575,40871,Complete,2023-01-20 03:22:21.000000 UTC,2023-01-22 16:03:00.000000 UTC,2023-01-23 03:22:00.000000 UTC,,8.0
19970,13697,11065,12528,53710,Complete,2023-03-11 05:04:52.000000 UTC,2023-03-10 12:13:00.000000 UTC,2023-03-13 17:43:00.000000 UTC,,8.0
29797,20468,16421,7120,80164,Complete,2023-02-11 08:49:37.000000 UTC,2023-02-08 17:19:00.000000 UTC,2023-02-11 09:56:00.000000 UTC,,8.0
55884,38451,30711,25185,150622,Complete,2023-02-21 17:35:39.000000 UTC,2023-02-21 19:07:00.000000 UTC,2023-02-25 13:54:00.000000 UTC,,8.0
137266,94385,75335,28934,370011,Complete,2023-04-19 23:14:35.749214 UTC,2023-04-21 15:02:54.749214 UTC,2023-04-23 16:34:54.749214 UTC,,8.0
166453,114546,91573,12606,448647,Complete,2023-04-07 13:11:43.000000 UTC,2023-04-09 19:30:00.000000 UTC,2023-04-14 03:16:00.000000 UTC,,8.0
175536,120760,96492,18095,473122,Complete,2023-02-10 22:45:19.000000 UTC,2023-02-13 01:30:00.000000 UTC,2023-02-16 07:54:00.000000 UTC,,8.0
179891,123797,98943,24792,484896,Complete,2023-04-22 15:01:57.323534 UTC,2023-04-22 23:05:24.323534 UTC,2023-04-27 05:23:24.323534 UTC,,8.0
7427,5047,3993,171,19889,Complete,2023-04-18 13:12:57.000000 UTC,2023-04-19 14:34:00.000000 UTC,2023-04-24 12:15:00.000000 UTC,,8.5
142124,97737,78027,972,383101,Complete,2023-04-24 11:33:11.177410 UTC,2023-04-26 15:00:11.177410 UTC,2023-04-27 03:14:11.177410 UTC,,8.5
13079,8946,7167,15506,35144,Complete,2023-04-23 16:00:32.000000 UTC,2023-04-24 13:26:00.000000 UTC,2023-04-29 09:27:00.000000 UTC,,9.0
24502,16780,13481,11114,65917,Complete,2023-04-22 11:17:15.701898 UTC,2023-04-22 20:05:21.701898 UTC,2023-04-25 07:24:21.701898 UTC,,9.0
67702,46587,37227,12614,182563,Complete,2023-03-21 15:12:57.000000 UTC,2023-03-22 23:35:00.000000 UTC,2023-03-26 01:12:00.000000 UTC,,9.0
119092,81891,65342,24554,321066,Complete,2023-04-06 03:07:28.000000 UTC,2023-04-09 01:24:00.000000 UTC,2023-04-13 09:57:00.000000 UTC,,9.0
175061,120442,96240,11114,471821,Complete,2023-04-11 03:40:32.000000 UTC,2023-04-11 15:37:00.000000 UTC,2023-04-16 09:53:00.000000 UTC,,9.0
179844,123766,98919,15476,484775,Complete,2023-03-31 09:37:02.000000 UTC,2023-03-29 00:01:00.000000 UTC,2023-04-02 05:05:00.000000 UTC,,9.5
4279,2924,2282,15931,11467,Complete,2023-04-01 03:48:45.000000 UTC,2023-04-01 23:51:00.000000 UTC,2023-04-03 03:21:00.000000 UTC,,10.0
8532,5819,4633,10812,22845,Complete,2023-04-21 16:34:29.403426 UTC,2023-04-24 05:01:37.403426 UTC,2023-04-27 11:47:37.403426 UTC,,10.0
13292,9096,7284,12593,35743,Complete,2023-03-07 05:59:20.000000 UTC,2023-03-08 10:07:00.000000 UTC,2023-03-12 19:49:00.000000 UTC,,10.0
26493,18173,14592,15471,71285,Complete,2023-03-09 11:13:43.000000 UTC,2023-03-10 09:34:00.000000 UTC,2023-03-13 03:13:00.000000 UTC,,10.0
39909,27440,21985,25226,107527,Complete,2023-04-22 02:57:50.642514 UTC,2023-04-23 04:18:59.642514 UTC,2023-04-24 06:03:59.642514 UTC,,10.0
43688,30025,23982,10845,117765,Complete,2023-04-03 07:14:09.000000 UTC,2023-04-05 02:44:00.000000 UTC,2023-04-07 17:00:00.000000 UTC,,10.0
45375,31188,24909,24771,122277,Complete,2023-03-24 12:49:34.000000 UTC,2023-03-26 11:51:00.000000 UTC,2023-03-28 11:49:00.000000 UTC,,10.0
50607,34772,27798,10765,136410,Complete,2023-04-20 03:11:36.078870 UTC,2023-04-20 07:34:28.078870 UTC,2023-04-24 16:28:28.078870 UTC,,10.0
59179,40742,32519,24464,159499,Complete,2023-04-20 23:58:13.455211 UTC,2023-04-21 09:29:27.455211 UTC,2023-04-23 05:57:27.455211 UTC,,10.0
81234,55903,44648,25173,219139,Complete,2023-04-20 13:49:20.545616 UTC,2023-04-21 21:54:33.545616 UTC,2023-04-26 21:50:33.545616 UTC,,10.0
89573,61621,49239,24464,241675,Complete,2023-04-22 10:51:28.000000 UTC,2023-04-18 14:22:00.000000 UTC,2023-04-20 13:07:00.000000 UTC,,10.0
101174,69551,55544,15294,272930,Complete,2023-04-19 16:00:12.000000 UTC,2023-04-21 04:25:00.000000 UTC,2023-04-24 10:55:00.000000 UTC,,10.0
118562,81522,65054,24720,319652,Complete,2023-03-27 06:55:24.000000 UTC,2023-03-28 06:17:00.000000 UTC,2023-03-29 04:03:00.000000 UTC,,10.0
134232,92272,73659,18636,361852,Complete,2023-04-23 08:24:44.994966 UTC,2023-04-24 10:44:04.994966 UTC,2023-04-29 08:17:04.994966 UTC,,10.0
134731,92633,73950,25295,363197,Complete,2023-04-22 16:12:08.000000 UTC,2023-04-19 21:32:00.000000 UTC,2023-04-21 09:48:00.000000 UTC,,10.0
137825,94777,75663,10444,371540,Complete,2023-04-08 07:55:13.000000 UTC,2023-04-09 12:07:00.000000 UTC,2023-04-12 20:58:00.000000 UTC,,10.0
139417,95882,76553,10905,375827,Complete,2023-03-19 14:32:45.000000 UTC,2023-03-16 21:36:00.000000 UTC,2023-03-19 06:04:00.000000 UTC,,10.0
140606,96679,77208,12593,379024,Complete,2023-04-17 12:05:43.000000 UTC,2023-04-17 12:46:00.000000 UTC,2023-04-17 21:02:00.000000 UTC,,10.0
145525,100079,79887,24636,392249,Complete,2023-04-02 07:20:27.000000 UTC,2023-04-01 02:53:00.000000 UTC,2023-04-05 10:34:00.000000 UTC,,10.0
181634,125008,99945,25295,489647,Complete,2023-04-16 01:39:21.000000 UTC,2023-04-17 17:32:00.000000 UTC,2023-04-18 04:08:00.000000 UTC,,10.0
26285,18030,14476,11826,70722,Complete,2023-04-15 10:07:16.000000 UTC,2023-04-18 02:28:00.000000 UTC,2023-04-20 11:51:00.000000 UTC,,10.5
75395,51845,41424,10831,203333,Complete,2023-03-31 10:04:29.000000 UTC,2023-04-01 23:47:00.000000 UTC,2023-04-02 16:50:00.000000 UTC,,10.5
